sp|P37067|OLF1_CHICK	sp|P37067|OLF1_CHICK Olfactory receptor-like protein COR1 OS=Gallus gallus OX=9031 GN=COR1 PE=3 SV=1
sp|P37069|OLF3_CHICK	sp|P37069|OLF3_CHICK Olfactory receptor-like protein COR3 OS=Gallus gallus OX=9031 GN=COR3 PE=3 SV=1
sp|P37070|OLF4_CHICK	sp|P37070|OLF4_CHICK Olfactory receptor-like protein COR4 OS=Gallus gallus OX=9031 GN=COR4 PE=3 SV=1
sp|P37071|OLF5_CHICK	sp|P37071|OLF5_CHICK Olfactory receptor-like protein COR5 OS=Gallus gallus OX=9031 GN=COR5 PE=3 SV=1
sp|P37072|OLF6_CHICK	sp|P37072|OLF6_CHICK Olfactory receptor-like protein COR6 OS=Gallus gallus OX=9031 GN=COR6 PE=3 SV=2
sp|P37705|GRP3_DAUCA	sp|P37705|GRP3_DAUCA Glycine-rich protein A3 OS=Daucus carota OX=4039 PE=2 SV=1
sp|P43088|PF2R_HUMAN	sp|P43088|PF2R_HUMAN Prostaglandin F2-alpha receptor OS=Homo sapiens OX=9606 GN=PTGFR PE=1 SV=1
sp|P43118|PF2R_RAT	sp|P43118|PF2R_RAT Prostaglandin F2-alpha receptor OS=Rattus norvegicus OX=10116 GN=Ptgfr PE=2 SV=1
sp|P46095|GPR6_HUMAN	sp|P46095|GPR6_HUMAN G-protein coupled receptor 6 OS=Homo sapiens OX=9606 GN=GPR6 PE=1 SV=1
sp|P51051|MTR1B_XENLA	sp|P51051|MTR1B_XENLA Melatonin receptor type 1B (Fragment) OS=Xenopus laevis OX=8355 GN=mtnr1b PE=2 SV=1
sp|P51052|MTR1C_DANRE	sp|P51052|MTR1C_DANRE Melatonin receptor type 1C (Fragment) OS=Danio rerio OX=7955 GN=mtnr1c PE=2 SV=1
sp|P58173|OR2B6_HUMAN	sp|P58173|OR2B6_HUMAN Olfactory receptor 2B6 OS=Homo sapiens OX=9606 GN=OR2B6 PE=2 SV=1
sp|P79399|5HT1B_PIG	sp|P79399|5HT1B_PIG 5-hydroxytryptamine receptor 1B (Fragment) OS=Sus scrofa OX=9823 GN=HTR1B PE=2 SV=1
sp|Q09502|NPR18_CAEEL	sp|Q09502|NPR18_CAEEL Neuropeptide receptor 18 OS=Caenorhabditis elegans OX=6239 GN=npr-18 PE=2 SV=1
sp|Q0VAX9|OLF18_MOUSE	sp|Q0VAX9|OLF18_MOUSE Olfactory receptor 18 OS=Mus musculus OX=10090 GN=Olfr18 PE=2 SV=2
sp|Q10904|YWO1_CAEEL	sp|Q10904|YWO1_CAEEL Probable G-protein coupled receptor AH9.1 OS=Caenorhabditis elegans OX=6239 GN=AH9.1 PE=1 SV=2
sp|Q13607|OR2F1_HUMAN	sp|Q13607|OR2F1_HUMAN Olfactory receptor 2F1 OS=Homo sapiens OX=9606 GN=OR2F1 PE=2 SV=2
sp|Q28928|ACTHR_PAPHA	sp|Q28928|ACTHR_PAPHA Adrenocorticotropic hormone receptor (Fragment) OS=Papio hamadryas OX=9557 GN=MC2R PE=2 SV=1
sp|Q29005|5HT2B_PIG	sp|Q29005|5HT2B_PIG 5-hydroxytryptamine receptor 2B (Fragment) OS=Sus scrofa OX=9823 GN=HTR2B PE=2 SV=1
sp|Q5JQS5|OR2BB_HUMAN	sp|Q5JQS5|OR2BB_HUMAN Olfactory receptor 2B11 OS=Homo sapiens OX=9606 GN=OR2B11 PE=2 SV=1
sp|Q5REI5|C3AR_PONAB	sp|Q5REI5|C3AR_PONAB C3a anaphylatoxin chemotactic receptor OS=Pongo abelii OX=9601 GN=C3AR1 PE=2 SV=1
sp|Q5TZ20|OR2G6_HUMAN	sp|Q5TZ20|OR2G6_HUMAN Olfactory receptor 2G6 OS=Homo sapiens OX=9606 GN=OR2G6 PE=1 SV=1
sp|Q60883|OLF10_MOUSE	sp|Q60883|OLF10_MOUSE Olfactory receptor 10 OS=Mus musculus OX=10090 GN=Olfr10 PE=2 SV=2
sp|Q60888|OL149_MOUSE	sp|Q60888|OL149_MOUSE Olfactory receptor 149 OS=Mus musculus OX=10090 GN=Olfr149 PE=2 SV=2
sp|Q60893|OL151_MOUSE	sp|Q60893|OL151_MOUSE Olfactory receptor 151 OS=Mus musculus OX=10090 GN=Olfr151 PE=2 SV=2
sp|Q61038|PSYR_MOUSE	sp|Q61038|PSYR_MOUSE Psychosine receptor OS=Mus musculus OX=10090 GN=Gpr65 PE=2 SV=2
sp|Q6IEY1|OR4F3_HUMAN	sp|Q6IEY1|OR4F3_HUMAN Olfactory receptor 4F3/4F16/4F29 OS=Homo sapiens OX=9606 GN=OR4F3 PE=1 SV=1
sp|Q6IEZ7|OR2T5_HUMAN	sp|Q6IEZ7|OR2T5_HUMAN Olfactory receptor 2T5 OS=Homo sapiens OX=9606 GN=OR2T5 PE=2 SV=1
sp|Q6IFN5|O7E24_HUMAN	sp|Q6IFN5|O7E24_HUMAN Olfactory receptor 7E24 OS=Homo sapiens OX=9606 GN=OR7E24 PE=2 SV=1
sp|Q6SW98|UL33_HCMVM	sp|Q6SW98|UL33_HCMVM G-protein coupled receptor homolog UL33 OS=Human cytomegalovirus (strain Merlin) OX=295027 GN=UL33 PE=3 SV=1
sp|Q6TAC8|C3AR_MACFA	sp|Q6TAC8|C3AR_MACFA C3a anaphylatoxin chemotactic receptor OS=Macaca fascicularis OX=9541 GN=C3AR1 PE=2 SV=1
sp|Q7TQQ0|O1509_MOUSE	sp|Q7TQQ0|O1509_MOUSE Olfactory receptor 1509 OS=Mus musculus OX=10090 GN=Olfr1509 PE=1 SV=1
sp|Q7TR96|O1013_MOUSE	sp|Q7TR96|O1013_MOUSE Olfactory receptor 1013 OS=Mus musculus OX=10090 GN=Olfr1013 PE=3 SV=1
sp|Q7TRF3|OL867_MOUSE	sp|Q7TRF3|OL867_MOUSE Olfactory receptor 867 OS=Mus musculus OX=10090 GN=Olfr867 PE=3 SV=1
sp|Q7TSN6|GP151_MOUSE	sp|Q7TSN6|GP151_MOUSE G-protein coupled receptor 151 protein OS=Mus musculus OX=10090 GN=Gpr151 PE=1 SV=1
sp|Q864G0|MSHR_LORTA	sp|Q864G0|MSHR_LORTA Melanocyte-stimulating hormone receptor OS=Loris tardigradus OX=9468 GN=MC1R PE=3 SV=1
sp|Q864G1|MSHR_ALOPI	sp|Q864G1|MSHR_ALOPI Melanocyte-stimulating hormone receptor OS=Alouatta pigra OX=182253 GN=MC1R PE=3 SV=1
sp|Q864G2|MSHR_ALOPA	sp|Q864G2|MSHR_ALOPA Melanocyte-stimulating hormone receptor OS=Alouatta palliata OX=30589 GN=MC1R PE=3 SV=1
sp|Q864G3|MSHR_ALOCA	sp|Q864G3|MSHR_ALOCA Melanocyte-stimulating hormone receptor OS=Alouatta caraya OX=9502 GN=MC1R PE=3 SV=1
sp|Q864G9|MSHR_CEBAL	sp|Q864G9|MSHR_CEBAL Melanocyte-stimulating hormone receptor OS=Cebus albifrons OX=9514 GN=MC1R PE=3 SV=1
sp|Q864H0|MSHR_SAIOE	sp|Q864H0|MSHR_SAIOE Melanocyte-stimulating hormone receptor OS=Saimiri oerstedii OX=70928 GN=MC1R PE=3 SV=1
sp|Q864H5|MSHR_SAGIM	sp|Q864H5|MSHR_SAGIM Melanocyte-stimulating hormone receptor OS=Saguinus imperator OX=9491 GN=MC1R PE=3 SV=1
sp|Q864H6|MSHR_CALGO	sp|Q864H6|MSHR_CALGO Melanocyte-stimulating hormone receptor OS=Callimico goeldii OX=9495 GN=MC1R PE=3 SV=1
sp|Q8IXE1|OR4N5_HUMAN	sp|Q8IXE1|OR4N5_HUMAN Olfactory receptor 4N5 OS=Homo sapiens OX=9606 GN=OR4N5 PE=3 SV=1
sp|Q8IYL9|PSYR_HUMAN	sp|Q8IYL9|PSYR_HUMAN Psychosine receptor OS=Homo sapiens OX=9606 GN=GPR65 PE=1 SV=1
sp|Q8N148|OR6V1_HUMAN	sp|Q8N148|OR6V1_HUMAN Olfactory receptor 6V1 OS=Homo sapiens OX=9606 GN=OR6V1 PE=2 SV=1
sp|Q8N162|OR8H2_HUMAN	sp|Q8N162|OR8H2_HUMAN Olfactory receptor 8H2 OS=Homo sapiens OX=9606 GN=OR8H2 PE=3 SV=1
sp|Q8N628|OR2C3_HUMAN	sp|Q8N628|OR2C3_HUMAN Olfactory receptor 2C3 OS=Homo sapiens OX=9606 GN=OR2C3 PE=2 SV=3
sp|Q8NG77|O2T12_HUMAN	sp|Q8NG77|O2T12_HUMAN Olfactory receptor 2T12 OS=Homo sapiens OX=9606 GN=OR2T12 PE=3 SV=1
sp|Q8NG83|OR2M3_HUMAN	sp|Q8NG83|OR2M3_HUMAN Olfactory receptor 2M3 OS=Homo sapiens OX=9606 GN=OR2M3 PE=2 SV=1
sp|Q8NG84|O2AK2_HUMAN	sp|Q8NG84|O2AK2_HUMAN Olfactory receptor 2AK2 OS=Homo sapiens OX=9606 GN=OR2AK2 PE=2 SV=2
sp|Q8NG97|OR2Z1_HUMAN	sp|Q8NG97|OR2Z1_HUMAN Olfactory receptor 2Z1 OS=Homo sapiens OX=9606 GN=OR2Z1 PE=2 SV=1
sp|Q8NG98|OR7D4_HUMAN	sp|Q8NG98|OR7D4_HUMAN Olfactory receptor 7D4 OS=Homo sapiens OX=9606 GN=OR7D4 PE=1 SV=1
sp|Q8NGA0|OR7G1_HUMAN	sp|Q8NGA0|OR7G1_HUMAN Olfactory receptor 7G1 OS=Homo sapiens OX=9606 GN=OR7G1 PE=3 SV=2
sp|Q8NGA5|O10H4_HUMAN	sp|Q8NGA5|O10H4_HUMAN Olfactory receptor 10H4 OS=Homo sapiens OX=9606 GN=OR10H4 PE=3 SV=1
sp|Q8NGB6|OR4M2_HUMAN	sp|Q8NGB6|OR4M2_HUMAN Olfactory receptor 4M2 OS=Homo sapiens OX=9606 GN=OR4M2 PE=2 SV=2
sp|Q8NGC5|OR6J1_HUMAN	sp|Q8NGC5|OR6J1_HUMAN Olfactory receptor 6J1 OS=Homo sapiens OX=9606 GN=OR6J1 PE=3 SV=1
sp|Q8NGD4|OR4K1_HUMAN	sp|Q8NGD4|OR4K1_HUMAN Olfactory receptor 4K1 OS=Homo sapiens OX=9606 GN=OR4K1 PE=2 SV=1
sp|Q8NGE3|O10P1_HUMAN	sp|Q8NGE3|O10P1_HUMAN Olfactory receptor 10P1 OS=Homo sapiens OX=9606 GN=OR10P1 PE=2 SV=1
sp|Q8NGE9|OR9Q2_HUMAN	sp|Q8NGE9|OR9Q2_HUMAN Olfactory receptor 9Q2 OS=Homo sapiens OX=9606 GN=OR9Q2 PE=2 SV=1
sp|Q8NGF9|OR4X2_HUMAN	sp|Q8NGF9|OR4X2_HUMAN Olfactory receptor 4X2 OS=Homo sapiens OX=9606 GN=OR4X2 PE=2 SV=1
sp|Q8NGH3|OR2D3_HUMAN	sp|Q8NGH3|OR2D3_HUMAN Olfactory receptor 2D3 OS=Homo sapiens OX=9606 GN=OR2D3 PE=2 SV=2
sp|Q8NGJ1|OR4D6_HUMAN	sp|Q8NGJ1|OR4D6_HUMAN Olfactory receptor 4D6 OS=Homo sapiens OX=9606 GN=OR4D6 PE=2 SV=1
sp|Q8NGM1|OR4CF_HUMAN	sp|Q8NGM1|OR4CF_HUMAN Olfactory receptor 4C15 OS=Homo sapiens OX=9606 GN=OR4C15 PE=3 SV=1
sp|Q8NGN3|O10G4_HUMAN	sp|Q8NGN3|O10G4_HUMAN Olfactory receptor 10G4 OS=Homo sapiens OX=9606 GN=OR10G4 PE=1 SV=1
sp|Q8NGP0|OR4CD_HUMAN	sp|Q8NGP0|OR4CD_HUMAN Olfactory receptor 4C13 OS=Homo sapiens OX=9606 GN=OR4C13 PE=2 SV=2
sp|Q8NGQ2|OR6Q1_HUMAN	sp|Q8NGQ2|OR6Q1_HUMAN Olfactory receptor 6Q1 OS=Homo sapiens OX=9606 GN=OR6Q1 PE=2 SV=2
sp|Q8NGQ4|O10Q1_HUMAN	sp|Q8NGQ4|O10Q1_HUMAN Olfactory receptor 10Q1 OS=Homo sapiens OX=9606 GN=OR10Q1 PE=2 SV=1
sp|Q8NGR2|OR1L6_HUMAN	sp|Q8NGR2|OR1L6_HUMAN Olfactory receptor 1L6 OS=Homo sapiens OX=9606 GN=OR1L6 PE=3 SV=2
sp|Q8NGR5|OR1L4_HUMAN	sp|Q8NGR5|OR1L4_HUMAN Olfactory receptor 1L4 OS=Homo sapiens OX=9606 GN=OR1L4 PE=3 SV=1
sp|Q8NGS1|OR1J4_HUMAN	sp|Q8NGS1|OR1J4_HUMAN Olfactory receptor 1J4 OS=Homo sapiens OX=9606 GN=OR1J4 PE=2 SV=1
sp|Q8NGS4|O13F1_HUMAN	sp|Q8NGS4|O13F1_HUMAN Olfactory receptor 13F1 OS=Homo sapiens OX=9606 GN=OR13F1 PE=2 SV=1
sp|Q8NGS5|O13C4_HUMAN	sp|Q8NGS5|O13C4_HUMAN Olfactory receptor 13C4 OS=Homo sapiens OX=9606 GN=OR13C4 PE=3 SV=1
sp|Q8NGS6|O13C3_HUMAN	sp|Q8NGS6|O13C3_HUMAN Olfactory receptor 13C3 OS=Homo sapiens OX=9606 GN=OR13C3 PE=2 SV=2
sp|Q8NGT0|O13C9_HUMAN	sp|Q8NGT0|O13C9_HUMAN Olfactory receptor 13C9 OS=Homo sapiens OX=9606 GN=OR13C9 PE=3 SV=1
sp|Q8NGT5|OR9A2_HUMAN	sp|Q8NGT5|OR9A2_HUMAN Olfactory receptor 9A2 OS=Homo sapiens OX=9606 GN=OR9A2 PE=2 SV=1
sp|Q8NGT9|OR2A1_HUMAN	sp|Q8NGT9|OR2A1_HUMAN Olfactory receptor 2A1/2A42 OS=Homo sapiens OX=9606 GN=OR2A1 PE=3 SV=2
sp|Q8NGU2|OR9A4_HUMAN	sp|Q8NGU2|OR9A4_HUMAN Olfactory receptor 9A4 OS=Homo sapiens OX=9606 GN=OR9A4 PE=2 SV=1
sp|Q8NGV0|OR2Y1_HUMAN	sp|Q8NGV0|OR2Y1_HUMAN Olfactory receptor 2Y1 OS=Homo sapiens OX=9606 GN=OR2Y1 PE=2 SV=1
sp|Q8NGX0|O11L1_HUMAN	sp|Q8NGX0|O11L1_HUMAN Olfactory receptor 11L1 OS=Homo sapiens OX=9606 GN=OR11L1 PE=2 SV=1
sp|Q8NGY9|OR2L8_HUMAN	sp|Q8NGY9|OR2L8_HUMAN Olfactory receptor 2L8 OS=Homo sapiens OX=9606 GN=OR2L8 PE=2 SV=1
sp|Q8NGZ9|O2T10_HUMAN	sp|Q8NGZ9|O2T10_HUMAN Olfactory receptor 2T10 OS=Homo sapiens OX=9606 GN=OR2T10 PE=2 SV=1
sp|Q8NH02|O2T29_HUMAN	sp|Q8NH02|O2T29_HUMAN Olfactory receptor 2T29 OS=Homo sapiens OX=9606 GN=OR2T29 PE=3 SV=2
sp|Q8NH07|O11H2_HUMAN	sp|Q8NH07|O11H2_HUMAN Olfactory receptor 11H2 OS=Homo sapiens OX=9606 GN=OR11H2 PE=3 SV=1
sp|Q8NH16|OR2L2_HUMAN	sp|Q8NH16|OR2L2_HUMAN Olfactory receptor 2L2 OS=Homo sapiens OX=9606 GN=OR2L2 PE=2 SV=1
sp|Q8NH40|OR6S1_HUMAN	sp|Q8NH40|OR6S1_HUMAN Olfactory receptor 6S1 OS=Homo sapiens OX=9606 GN=OR6S1 PE=3 SV=2
sp|Q8NH80|O10D3_HUMAN	sp|Q8NH80|O10D3_HUMAN Putative olfactory receptor 10D3 OS=Homo sapiens OX=9606 GN=OR10D3 PE=5 SV=1
sp|Q8NH81|O10G6_HUMAN	sp|Q8NH81|O10G6_HUMAN Olfactory receptor 10G6 OS=Homo sapiens OX=9606 GN=OR10G6 PE=3 SV=1
sp|Q8TCB6|O51E1_HUMAN	sp|Q8TCB6|O51E1_HUMAN Olfactory receptor 51E1 OS=Homo sapiens OX=9606 GN=OR51E1 PE=1 SV=1
sp|Q8VBV9|O51E2_MOUSE	sp|Q8VBV9|O51E2_MOUSE Olfactory receptor 51E2 OS=Mus musculus OX=10090 GN=Or51e2 PE=2 SV=1
sp|Q8VEW5|OL493_MOUSE	sp|Q8VEW5|OL493_MOUSE Olfactory receptor 493 OS=Mus musculus OX=10090 GN=Olfr493 PE=3 SV=1
sp|Q8VEW6|OL510_MOUSE	sp|Q8VEW6|OL510_MOUSE Olfactory receptor 510 OS=Mus musculus OX=10090 GN=Olfr510 PE=3 SV=1
sp|Q8VEY3|OL958_MOUSE	sp|Q8VEY3|OL958_MOUSE Olfactory receptor 958 OS=Mus musculus OX=10090 GN=Olfr958 PE=2 SV=1
sp|Q8VF12|OL495_MOUSE	sp|Q8VF12|OL495_MOUSE Olfactory receptor 495 OS=Mus musculus OX=10090 GN=Olfr495 PE=3 SV=1
sp|Q8VF13|O1094_MOUSE	sp|Q8VF13|O1094_MOUSE Olfactory receptor 1094 OS=Mus musculus OX=10090 GN=Olfr1094 PE=3 SV=1
sp|Q8VF65|OL470_MOUSE	sp|Q8VF65|OL470_MOUSE Olfactory receptor 470 OS=Mus musculus OX=10090 GN=Olfr470 PE=3 SV=1
sp|Q8VF66|OL469_MOUSE	sp|Q8VF66|OL469_MOUSE Olfactory receptor 469 OS=Mus musculus OX=10090 GN=Olfr469 PE=3 SV=1
sp|Q8VFD0|OL486_MOUSE	sp|Q8VFD0|OL486_MOUSE Olfactory receptor 486 OS=Mus musculus OX=10090 GN=Olfr486 PE=3 SV=1
sp|Q8VFD3|OL484_MOUSE	sp|Q8VFD3|OL484_MOUSE Olfactory receptor 484 OS=Mus musculus OX=10090 GN=Olfr484 PE=3 SV=1
sp|Q8VFK1|O1009_MOUSE	sp|Q8VFK1|O1009_MOUSE Olfactory receptor 1009 OS=Mus musculus OX=10090 GN=Olfr1009 PE=3 SV=1
sp|Q8VFL9|O1086_MOUSE	sp|Q8VFL9|O1086_MOUSE Olfactory receptor 1086 OS=Mus musculus OX=10090 GN=Olfr1086 PE=3 SV=1
sp|Q8VG02|OL488_MOUSE	sp|Q8VG02|OL488_MOUSE Olfactory receptor 488 OS=Mus musculus OX=10090 GN=Olfr488 PE=3 SV=1
sp|Q8VG03|OL482_MOUSE	sp|Q8VG03|OL482_MOUSE Olfactory receptor 482 OS=Mus musculus OX=10090 GN=Olfr482 PE=3 SV=1
sp|Q8VG05|OL483_MOUSE	sp|Q8VG05|OL483_MOUSE Olfactory receptor 483 OS=Mus musculus OX=10090 GN=Olfr483 PE=3 SV=1
sp|Q8VG07|OL494_MOUSE	sp|Q8VG07|OL494_MOUSE Olfactory receptor 494 OS=Mus musculus OX=10090 GN=Olfr494 PE=3 SV=1
sp|Q8VG09|OL502_MOUSE	sp|Q8VG09|OL502_MOUSE Olfactory receptor 502 OS=Mus musculus OX=10090 GN=Olfr502 PE=2 SV=1
sp|Q8VG13|OL507_MOUSE	sp|Q8VG13|OL507_MOUSE Olfactory receptor 507 OS=Mus musculus OX=10090 GN=Olfr507 PE=3 SV=1
sp|Q8VGD6|OLF56_MOUSE	sp|Q8VGD6|OLF56_MOUSE Olfactory receptor 56 OS=Mus musculus OX=10090 GN=Olfr56 PE=2 SV=1
sp|Q8VGI5|OL481_MOUSE	sp|Q8VGI5|OL481_MOUSE Olfactory receptor 481 OS=Mus musculus OX=10090 GN=Olfr481 PE=3 SV=1
sp|Q924U0|LT4R2_RAT	sp|Q924U0|LT4R2_RAT Leukotriene B4 receptor 2 OS=Rattus norvegicus OX=10116 GN=Ltb4r2 PE=2 SV=1
sp|Q96P88|GNRR2_HUMAN	sp|Q96P88|GNRR2_HUMAN Putative gonadotropin-releasing hormone II receptor OS=Homo sapiens OX=9606 GN=GNRHR2 PE=5 SV=4
sp|Q96R09|OR5B2_HUMAN	sp|Q96R09|OR5B2_HUMAN Olfactory receptor 5B2 OS=Homo sapiens OX=9606 GN=OR5B2 PE=2 SV=3
sp|Q96R28|OR2M2_HUMAN	sp|Q96R28|OR2M2_HUMAN Olfactory receptor 2M2 OS=Homo sapiens OX=9606 GN=OR2M2 PE=3 SV=2
sp|Q96R54|O14A2_HUMAN	sp|Q96R54|O14A2_HUMAN Olfactory receptor 14A2 OS=Homo sapiens OX=9606 GN=OR14A2 PE=3 SV=2
sp|Q96RD0|OR8B2_HUMAN	sp|Q96RD0|OR8B2_HUMAN Olfactory receptor 8B2 OS=Homo sapiens OX=9606 GN=OR8B2 PE=3 SV=3
sp|Q9BXB1|LGR4_HUMAN	sp|Q9BXB1|LGR4_HUMAN Leucine-rich repeat-containing G-protein coupled receptor 4 OS=Homo sapiens OX=9606 GN=LGR4 PE=1 SV=2
sp|Q9CPV9|P2Y12_MOUSE	sp|Q9CPV9|P2Y12_MOUSE P2Y purinoceptor 12 OS=Mus musculus OX=10090 GN=P2ry12 PE=1 SV=1
sp|Q9ES90|GPR35_MOUSE	sp|Q9ES90|GPR35_MOUSE G-protein coupled receptor 35 OS=Mus musculus OX=10090 GN=Gpr35 PE=2 SV=1
sp|Q9ESG6|P2Y14_MOUSE	sp|Q9ESG6|P2Y14_MOUSE P2Y purinoceptor 14 OS=Mus musculus OX=10090 GN=P2ry14 PE=2 SV=1
sp|Q9GZK4|OR2H1_HUMAN	sp|Q9GZK4|OR2H1_HUMAN Olfactory receptor 2H1 OS=Homo sapiens OX=9606 GN=OR2H1 PE=2 SV=1
sp|Q9H207|O10A5_HUMAN	sp|Q9H207|O10A5_HUMAN Olfactory receptor 10A5 OS=Homo sapiens OX=9606 GN=OR10A5 PE=2 SV=1
sp|Q9H208|O10A2_HUMAN	sp|Q9H208|O10A2_HUMAN Olfactory receptor 10A2 OS=Homo sapiens OX=9606 GN=OR10A2 PE=2 SV=2
sp|Q9H210|OR2D2_HUMAN	sp|Q9H210|OR2D2_HUMAN Olfactory receptor 2D2 OS=Homo sapiens OX=9606 GN=OR2D2 PE=2 SV=4
sp|Q9H255|O51E2_HUMAN	sp|Q9H255|O51E2_HUMAN Olfactory receptor 51E2 OS=Homo sapiens OX=9606 GN=OR51E2 PE=1 SV=1
sp|Q9H343|O51I1_HUMAN	sp|Q9H343|O51I1_HUMAN Olfactory receptor 51I1 OS=Homo sapiens OX=9606 GN=OR51I1 PE=2 SV=1
sp|Q9J529|V206_FOWPN	sp|Q9J529|V206_FOWPN G-protein coupled receptor homolog FPV206 OS=Fowlpox virus (strain NVSL) OX=928301 GN=FPV206 PE=3 SV=1
