XP_033002291.1	2-oxoglutarate receptor 1-like [Lacerta agilis]
PKU35667.1	2-oxoglutarate receptor 1-like [Limosa lapponica baueri]
PKU35668.1	2-oxoglutarate receptor 1-like [Limosa lapponica baueri]
XP_035175036.1	2-oxoglutarate receptor 1-like [Oxyura jamaicensis]
XP_034972608.1	2-oxoglutarate receptor 1-like, partial [Zootoca vivipara]
XP_031466483.1	2-oxoglutarate receptor 1-like [Phasianus colchicus]
XP_028583998.1	2-oxoglutarate receptor 1-like [Podarcis muralis]
RXN38818.1	2-oxoglutarate receptor 1-like protein [Labeo rohita]
XP_031148063.1	2-oxoglutarate receptor 1-like [Sander lucioperca]
XP_009083930.2	2-oxoglutarate receptor 1-like [Serinus canaria]
XP_030332559.1	2-oxoglutarate receptor 1-like [Strigops habroptila]
XP_024051510.2	2-oxoglutarate receptor 1-like [Terrapene carolina triunguis]
XP_032412667.1	2-oxoglutarate receptor 1-like [Xiphophorus hellerii]
XP_034972609.1	2-oxoglutarate receptor 1-like [Zootoca vivipara]
OWK62885.1	2-oxoglutarate receptor 1 [Lonchura striata domestica]
XP_030055397.1	2-oxoglutarate receptor 1 [Microcaecilia unicolor]
XP_029324590.1	2-oxoglutarate receptor 1 [Mus caroli]
XP_021059833.1	2-oxoglutarate receptor 1 [Mus pahari]
XP_021272159.1	2-oxoglutarate receptor 1 [Numida meleagris]
XP_004273697.1	2-oxoglutarate receptor 1 [Orcinus orca]
XP_003789629.1	2-oxoglutarate receptor 1 [Otolemur garnettii]
KFP73332.1	2-oxoglutarate receptor 1, partial [Acanthisitta chloris]
KFZ59873.1	2-oxoglutarate receptor 1, partial [Antrostomus carolinensis]
KFO94168.1	2-oxoglutarate receptor 1, partial [Buceros rhinoceros silvestris]
KGL87034.1	2-oxoglutarate receptor 1, partial [Charadrius vociferus]
KFQ08383.1	2-oxoglutarate receptor 1, partial [Leptosomus discolor]
KFQ44363.1	2-oxoglutarate receptor 1, partial [Nestor notabilis]
XP_025898497.1	2-oxoglutarate receptor 1, partial [Nothoprocta perdicaria]
KFV06979.1	2-oxoglutarate receptor 1, partial [Tauraco erythrolophus]
KFV49190.1	2-oxoglutarate receptor 1, partial [Tyto alba]
XP_007124096.1	2-oxoglutarate receptor 1 [Physeter catodon]
XP_027596819.1	2-oxoglutarate receptor 1 [Pipra filicauda]
XP_033033297.1	2-oxoglutarate receptor 1 [Trachypithecus francoisi]
XP_032853032.1	2-oxoglutarate receptor 1 [Tyto alba alba]
XP_026349277.1	2-oxoglutarate receptor 1 [Ursus arctos horribilis]
XP_025859391.1	2-oxoglutarate receptor 1 [Vulpes vulpes]
PFX25865.1	40S ribosomal protein S19 [Stylophora pistillata]
ACY06736.1	535 nm M/L opsin, partial [Plecturocebus brunneus]
AAF67116.1	543 nm X-linked opsin, partial [Callithrix geoffroyi]
AAN62586.1	543nm X-linked opsin, partial [Callithrix jacchus]
ACY06738.1	550 nm m/L opsin, partial [Plecturocebus brunneus]
AAF67113.1	556 nm X-linked opsin, partial [Callithrix geoffroyi]
ACY06740.1	562 nm M/L opsin, partial [Plecturocebus brunneus]
AAF67119.1	563 nm X-linked opsin, partial [Callithrix geoffroyi]
AAS74700.1	5-HT1B, partial [Drosophila melanogaster]
AAS74735.1	5-HT1B, partial [Drosophila melanogaster]
AAS74751.1	5-HT1B, partial [Drosophila melanogaster]
CAA76080.1	5HT2A receptor, partial [Canis lupus familiaris]
QKV26316.1	5-HT2, partial [Locusta migratoria]
AAF78052.1	5-HT7-like serotonin receptor, partial [Taeniopygia guttata]
CAD37208.1	5-hydroxytryptamine 2A receptor, partial [Bos taurus]
XP_030831982.1	5-hydroxytryptamine receptor 1A-alpha-like [Strongylocentrotus purpuratus]
XP_790660.2	5-hydroxytryptamine receptor 1A-alpha-like [Strongylocentrotus purpuratus]
XP_003398431.1	5-hydroxytryptamine receptor 1A [Bombus terrestris]
XP_017848689.1	5-hydroxytryptamine receptor 1A isoform X1 [Drosophila busckii]
XP_033149887.1	5-hydroxytryptamine receptor 1A isoform X2 [Drosophila busckii]
XP_018668983.1	5-hydroxytryptamine receptor 1A-like [Ciona intestinalis]
XP_020618139.1	5-hydroxytryptamine receptor 1A-like [Orbicella faveolata]
XP_031340660.1	5-hydroxytryptamine receptor 1A-like [Photinus pyralis]
XP_035219932.1	5-hydroxytryptamine receptor 1A-like [Stegodyphus dumicola]
XP_001628201.1	5-hydroxytryptamine receptor 1A [Nematostella vectensis]
ABY65236.1	5-hydroxytryptamine receptor 1A, partial [Aspidoscelis inornatus]
KFO53830.1	5-hydroxytryptamine receptor 1A, partial [Corvus brachyrhynchos]
XP_012799617.1	5-hydroxytryptamine receptor 1A [Schistosoma haematobium]
XP_033497308.1	5-hydroxytryptamine receptor 1B [Epinephelus lanceolatus]
OXA61602.1	5-hydroxytryptamine receptor 1B [Folsomia candida]
KFO36088.1	5-hydroxytryptamine receptor 1B [Fukomys damarensis]
XP_019129294.1	5-hydroxytryptamine receptor 1B [Larimichthys crocea]
XP_022088739.1	5-hydroxytryptamine receptor 1B-like [Acanthaster planci]
XP_022067602.1	5-hydroxytryptamine receptor 1B-like [Acanthochromis polyacanthus]
XP_032364672.1	5-hydroxytryptamine receptor 1B-like [Etheostoma spectabile]
XP_004078508.1	5-hydroxytryptamine receptor 1B-like [Oryzias latipes]
XP_024123460.1	5-hydroxytryptamine receptor 1B-like [Oryzias melastigma]
XP_031175192.1	5-hydroxytryptamine receptor 1B-like [Sander lucioperca]
XP_011680760.2	5-hydroxytryptamine receptor 1B-like [Strongylocentrotus purpuratus]
KRX98806.1	5-hydroxytryptamine receptor 1B [Trichinella pseudospiralis]
KRY40695.1	5-hydroxytryptamine receptor 1B [Trichinella spiralis]
XP_020608410.1	5-hydroxytryptamine receptor 1D-like, partial [Orbicella faveolata]
XP_030844036.1	5-hydroxytryptamine receptor 1D-like [Strongylocentrotus purpuratus]
XP_030844085.1	5-hydroxytryptamine receptor 1D-like [Strongylocentrotus purpuratus]
XP_032233390.1	5-hydroxytryptamine receptor 1D [Nematostella vectensis]
XP_032470077.1	5-hydroxytryptamine receptor 1D [Phocoena sinus]
XP_035277075.1	5-hydroxytryptamine receptor 1E [Anguilla anguilla]
TUG71449.1	5-hydroxytryptamine receptor 1E [Bagarius yarrelli]
XP_035263328.1	5-hydroxytryptamine receptor 1E-like [Anguilla anguilla]
XP_029657207.1	5-hydroxytryptamine receptor 1E-like, partial [Octopus vulgaris]
XP_030844087.1	5-hydroxytryptamine receptor 1E-like [Strongylocentrotus purpuratus]
KAF1565459.1	5-hydroxytryptamine receptor 1E, partial [Eudyptes schlegeli]
XP_020604810.1	5-hydroxytryptamine receptor 1F-like [Orbicella faveolata]
XP_020609373.1	5-hydroxytryptamine receptor 1F-like [Orbicella faveolata]
XP_033725025.1	5-hydroxytryptamine receptor 1F-like [Pecten maximus]
XP_029968548.1	5-hydroxytryptamine receptor 1F-like [Salarias fasciatus]
XP_001629692.1	5-hydroxytryptamine receptor 1F [Nematostella vectensis]
RDD36039.1	5-hydroxytryptamine receptor 1F [Trichoplax sp. H2]
XP_032294948.1	5-hydroxytryptamine receptor 1 isoform X4 [Drosophila virilis]
XP_027836423.1	5-hydroxytryptamine receptor 1-like [Aphis gossypii]
XP_023248516.1	5-hydroxytryptamine receptor 1-like [Copidosoma floridanum]
XP_027044350.1	5-hydroxytryptamine receptor 1-like, partial [Pocillopora damicornis]
KYB25525.1	5-hydroxytryptamine receptor 1-like Protein [Tribolium castaneum]
XP_031172320.1	5-hydroxytryptamine receptor 1-like [Sander lucioperca]
KZR96657.1	5-hydroxytryptamine receptor 1, partial [Daphnia magna]
XP_003725471.2	5-hydroxytryptamine receptor 1 [Strongylocentrotus purpuratus]
PFX23593.1	5-hydroxytryptamine receptor 1 [Stylophora pistillata]
NP_001296483.1	5-hydroxytryptamine receptor 2A [Bombyx mori]
EFN80760.1	5-hydroxytryptamine receptor 2A [Harpegnathos saltator]
XP_021208983.1	5-hydroxytryptamine receptor 2A isoform X1 [Bombyx mori]
XP_001999567.3	5-hydroxytryptamine receptor 2A isoform X1 [Drosophila mojavensis]
XP_014279476.1	5-hydroxytryptamine receptor 2A isoform X1 [Halyomorpha halys]
XP_020291125.1	5-hydroxytryptamine receptor 2A isoform X1 [Pseudomyrmex gracilis]
XP_023955072.1	5-hydroxytryptamine receptor 2A isoform X2 [Bicyclus anynana]
XP_021208984.1	5-hydroxytryptamine receptor 2A isoform X2 [Bombyx mori]
XP_032294946.1	5-hydroxytryptamine receptor 2A isoform X2 [Drosophila virilis]
XP_014279477.1	5-hydroxytryptamine receptor 2A isoform X2 [Halyomorpha halys]
XP_020145985.1	5-hydroxytryptamine receptor 2A isoform X2 [Microcebus murinus]
XP_032294947.1	5-hydroxytryptamine receptor 2A isoform X3 [Drosophila virilis]
XP_022540086.1	5-hydroxytryptamine receptor 2A-like [Astyanax mexicanus]
XP_028393589.1	5-hydroxytryptamine receptor 2A-like [Dendronephthya gigantea]
XP_023341692.1	5-hydroxytryptamine receptor 2A-like [Eurytemora affinis]
XP_020620420.1	5-hydroxytryptamine receptor 2A-like [Orbicella faveolata]
XP_020620441.1	5-hydroxytryptamine receptor 2A-like [Orbicella faveolata]
XP_020631769.1	5-hydroxytryptamine receptor 2A-like [Orbicella faveolata]
XP_027058514.1	5-hydroxytryptamine receptor 2A-like, partial [Pocillopora damicornis]
XP_022806996.1	5-hydroxytryptamine receptor 2A-like [Stylophora pistillata]
XP_022648478.1	5-hydroxytryptamine receptor 2A-like [Varroa destructor]
XP_022708089.1	5-hydroxytryptamine receptor 2A-like [Varroa jacobsoni]
XP_030022946.1	5-hydroxytryptamine receptor 2A [Manduca sexta]
OWF49075.1	5-hydroxytryptamine receptor 2A [Mizuhopecten yessoensis]
EZA48568.1	5-hydroxytryptamine receptor 2A [Ooceraea biroi]
KFM77403.1	5-hydroxytryptamine receptor 2A, partial [Stegodyphus mimosarum]
XP_030373857.1	5-hydroxytryptamine receptor 2A [Scaptodrosophila lebanonensis]
XP_001947553.2	5-hydroxytryptamine receptor 2B [Acyrthosiphon pisum]
XP_032593079.1	5-hydroxytryptamine receptor 2B [Drosophila grimshawi]
XP_023171014.2	5-hydroxytryptamine receptor 2B [Drosophila hydei]
XP_023032479.1	5-hydroxytryptamine receptor 2B [Drosophila willistoni]
OXA54276.1	5-hydroxytryptamine receptor 2B [Folsomia candida]
XP_034117402.1	5-hydroxytryptamine receptor 2B isoform X1 [Drosophila albomicans]
XP_002054707.1	5-hydroxytryptamine receptor 2B isoform X1 [Drosophila virilis]
XP_029166571.1	5-hydroxytryptamine receptor 2B isoform X1 [Nylanderia fulva]
XP_034117404.1	5-hydroxytryptamine receptor 2B isoform X2 [Drosophila albomicans]
XP_032306514.1	5-hydroxytryptamine receptor 2B isoform X2 [Drosophila ananassae]
XP_032713368.1	5-hydroxytryptamine receptor 2B isoform X2 [Lontra canadensis]
XP_012604842.1	5-hydroxytryptamine receptor 2B isoform X2 [Microcebus murinus]
XP_029166573.1	5-hydroxytryptamine receptor 2B isoform X2 [Nylanderia fulva]
XP_027445044.1	5-hydroxytryptamine receptor 2B isoform X2 [Zalophus californianus]
XP_034117405.1	5-hydroxytryptamine receptor 2B isoform X3 [Drosophila albomicans]
XP_032211045.1	5-hydroxytryptamine receptor 2B isoform X3 [Mustela erminea]
XP_027445045.1	5-hydroxytryptamine receptor 2B isoform X3 [Zalophus californianus]
XP_029289239.1	5-hydroxytryptamine receptor 2B-like [Cottoperca gobio]
XP_021952985.1	5-hydroxytryptamine receptor 2B-like [Folsomia candida]
XP_034060747.1	5-hydroxytryptamine receptor 2B-like [Gymnodraco acuticeps]
XP_027037686.1	5-hydroxytryptamine receptor 2B-like [Pocillopora damicornis]
XP_030830185.1	5-hydroxytryptamine receptor 2B-like [Strongylocentrotus purpuratus]
XP_022788198.1	5-hydroxytryptamine receptor 2B-like [Stylophora pistillata]
XP_034001841.1	5-hydroxytryptamine receptor 2B-like [Trematomus bernacchii]
KPJ17786.1	5-hydroxytryptamine receptor 2B [Papilio machaon]
GBM22645.1	5-hydroxytryptamine receptor 2B, partial [Araneus ventricosus]
AAN37496.1	5-hydroxytryptamine receptor 2B variant, partial [Mus musculus]
XP_034823906.1	5-hydroxytryptamine receptor 2C [Aphantopus hyperantus]
XP_025131691.1	5-hydroxytryptamine receptor 2C [Bubalus bubalis]
XP_034939927.1	5-hydroxytryptamine receptor 2C [Chelonus insularis]
TKS93086.1	5-hydroxytryptamine receptor 2C [Collichthys lucidus]
XP_023955551.1	5-hydroxytryptamine receptor 2C isoform X2 [Chrysemys picta bellii]
XP_031573038.1	5-hydroxytryptamine receptor 2C-like [Actinia tenebrosa]
TWW63539.1	5-hydroxytryptamine receptor 2C [Takifugu flavidus]
KRY40694.1	5-hydroxytryptamine receptor 2C [Trichinella spiralis]
XP_003378224.1	5-hydroxytryptamine receptor 2C [Trichinella spiralis]
RXM93144.1	5-hydroxytryptamine receptor 4 [Acipenser ruthenus]
KXJ18534.1	5-hydroxytryptamine receptor 4 [Exaiptasia pallida]
XP_030106207.1	5-hydroxytryptamine receptor 4 isoform X7 [Mus musculus]
XP_022081351.1	5-hydroxytryptamine receptor 4-like [Acanthaster planci]
XP_022102830.1	5-hydroxytryptamine receptor 4-like [Acanthaster planci]
XP_033636609.1	5-hydroxytryptamine receptor 4-like [Asterias rubens]
XP_021457050.1	5-hydroxytryptamine receptor 4-like [Oncorhynchus mykiss]
TNN86305.1	5-hydroxytryptamine receptor 4 [Liparis tanakae]
XP_001632653.2	5-hydroxytryptamine receptor 4 [Nematostella vectensis]
XP_001637337.1	5-hydroxytryptamine receptor 4 [Nematostella vectensis]
XP_032230112.1	5-hydroxytryptamine receptor 4 [Nematostella vectensis]
AAP87365.1	5-hydroxytryptamine receptor 4, partial [Equus caballus]
AAV67405.1	5-hydroxytryptamine receptor 4, partial [Macaca fascicularis]
AAR26369.1	5-hydroxytryptamine receptor 4, partial [Sus scrofa]
TWW55471.1	5-hydroxytryptamine receptor 4 [Takifugu flavidus]
RDD41463.1	5-hydroxytryptamine receptor 4 [Trichoplax sp. H2]
KQL43097.1	5-hydroxytryptamine receptor 5A-like protein [Amazona aestiva]
KFO05872.1	5-hydroxytryptamine receptor 5A, partial [Balearica regulorum gibbericeps]
KFP67454.1	5-hydroxytryptamine receptor 5A, partial [Cariama cristata]
KFP31186.1	5-hydroxytryptamine receptor 5A, partial [Colius striatus]
KFV98793.1	5-hydroxytryptamine receptor 5A, partial [Fulmarus glacialis]
KFQ14819.1	5-hydroxytryptamine receptor 5A, partial [Leptosomus discolor]
KFZ66648.1	5-hydroxytryptamine receptor 5A, partial [Podiceps cristatus]
KFW66024.1	5-hydroxytryptamine receptor 5A, partial [Pygoscelis adeliae]
KFU98367.1	5-hydroxytryptamine receptor 5A, partial [Tauraco erythrolophus]
KFV05494.1	5-hydroxytryptamine receptor 5A, partial [Tauraco erythrolophus]
KFV55039.1	5-hydroxytryptamine receptor 5A, partial [Tyto alba]
XP_032865565.1	5-hydroxytryptamine receptor 5A [Tyto alba alba]
XP_033004294.1	5-hydroxytryptamine receptor 5B-like [Lacerta agilis]
XP_030657195.1	5-hydroxytryptamine receptor 5B-like [Nomascus leucogenys]
XP_034966901.1	5-hydroxytryptamine receptor 5B-like [Zootoca vivipara]
XP_011665822.1	5-hydroxytryptamine receptor 6-like [Strongylocentrotus purpuratus]
XP_001639821.1	5-hydroxytryptamine receptor 6 [Nematostella vectensis]
XP_032239089.1	5-hydroxytryptamine receptor 6 [Nematostella vectensis]
KDR10486.1	5-hydroxytryptamine receptor 6 [Zootermopsis nevadensis]
TSU24210.1	5-hydroxytryptamine receptor 7 [Bagarius yarrelli]
XP_033622541.1	5-hydroxytryptamine receptor 7 isoform X3 [Fukomys damarensis]
XP_022079986.1	5-hydroxytryptamine receptor 7-like [Acanthaster planci]
XP_031566050.1	5-hydroxytryptamine receptor 7-like [Actinia tenebrosa]
XP_023616281.1	5-hydroxytryptamine receptor 7-like [Myotis lucifugus]
XP_026581635.1	5-hydroxytryptamine receptor 7-like, partial [Pseudonaja textilis]
XP_023857846.1	5-hydroxytryptamine receptor 7-like [Salvelinus alpinus]
XP_030840778.1	5-hydroxytryptamine receptor 7-like [Strongylocentrotus purpuratus]
XP_022794073.1	5-hydroxytryptamine receptor 7-like [Stylophora pistillata]
EPQ13792.1	5-hydroxytryptamine receptor 7 [Myotis brandtii]
EPQ13793.1	5-hydroxytryptamine receptor 7 [Myotis brandtii]
XP_006090096.1	5-hydroxytryptamine receptor 7 [Myotis lucifugus]
EOB08224.1	5-hydroxytryptamine receptor 7, partial [Anas platyrhynchos]
KFP52700.1	5-hydroxytryptamine receptor 7, partial [Cathartes aura]
KFQ37238.1	5-hydroxytryptamine receptor 7, partial [Merops nubicus]
KFQ77870.1	5-hydroxytryptamine receptor 7, partial [Phaethon lepturus]
AEV40673.1	5-hydroxytryptamine receptor 7 precursor transcript variant 2 [Gallus gallus]
XP_016911570.2	5-hydroxytryptamine receptor [Apis cerana]
XP_001624772.2	5-hydroxytryptamine receptor isoform X2 [Nematostella vectensis]
KMQ95738.1	5-hydroxytryptamine receptor [Lasius niger]
XP_031421092.1	5-hydroxytryptamine receptor-like [Clupea harengus]
XP_026464428.1	5-hydroxytryptamine receptor-like [Ctenocephalides felis]
XP_026464429.1	5-hydroxytryptamine receptor-like [Ctenocephalides felis]
XP_022650284.1	5-hydroxytryptamine receptor-like isoform X2 [Varroa destructor]
XP_022650299.1	5-hydroxytryptamine receptor-like isoform X4 [Varroa destructor]
XP_030759435.1	5-hydroxytryptamine receptor-like [Sitophilus oryzae]
XP_022796760.1	5-hydroxytryptamine receptor-like [Stylophora pistillata]
AAB24166.2	5-hydroxytryptamine receptor, partial [Homo sapiens]
PRD18236.1	5-hydroxytryptamine receptor, partial [Trichonephila clavipes]
NP_524223.2	5-hydroxytryptamine (serotonin) receptor 2A, isoform A [Drosophila melanogaster]
NP_001163505.1	5-hydroxytryptamine (serotonin) receptor 2A, isoform D [Drosophila melanogaster]
EDL40239.1	5-hydroxytryptamine (serotonin) receptor 2B, isoform CRA_b, partial [Mus musculus]
PFX27199.1	60 kDa lysophospholipase [Stylophora pistillata]
RZB39817.1	7tm 1 domain containing protein [Asbolus verrucosus]
AWP19150.1	7tm 1 domain containing protein [Scophthalmus maximus]
CDJ95984.1	7TM GPCR and Divalent ion tolerance protein domain containing protein [Haemonchus contortus]
CDJ86976.1	7TM GPCR domain containing protein [Haemonchus contortus]
CDJ87015.1	7TM GPCR domain containing protein [Haemonchus contortus]
RCN27521.1	7 transmembrane receptor [Ancylostoma caninum]
RCN36392.1	7 transmembrane receptor [Ancylostoma caninum]
RCN37325.1	7 transmembrane receptor [Ancylostoma caninum]
EPB66728.1	7 transmembrane receptor [Ancylostoma ceylanicum]
EPB66947.1	7 transmembrane receptor [Ancylostoma ceylanicum]
EPB75308.1	7 transmembrane receptor [Ancylostoma ceylanicum]
KIH53399.1	7 transmembrane receptor [Ancylostoma duodenale]
KJH49883.1	7 transmembrane receptor [Dictyocaulus viviparus]
KJH51601.1	7 transmembrane receptor [Dictyocaulus viviparus]
YP_073565.1	7 transmembrane receptor [Lymphocystis disease virus - isolate China]
XP_013291590.1	7 transmembrane receptor [Necator americanus]
XP_013307223.1	7 transmembrane receptor [Necator americanus]
XP_013307511.1	7 transmembrane receptor [Necator americanus]
KHJ85914.1	7 transmembrane receptor [Oesophagostomum dentatum]
KHJ90225.1	7 transmembrane receptor [Oesophagostomum dentatum]
KHJ92401.1	7 transmembrane receptor [Oesophagostomum dentatum]
KHJ92672.1	7 transmembrane receptor [Oesophagostomum dentatum]
KHJ97103.1	7 transmembrane receptor [Oesophagostomum dentatum]
KHJ97804.1	7 transmembrane receptor [Oesophagostomum dentatum]
KAF5401054.1	7 transmembrane receptor [Paragonimus heterotremus]
KAF5405981.1	7 transmembrane receptor [Paragonimus heterotremus]
XP_013307510.1	7 transmembrane receptor, partial [Necator americanus]
PIO63943.1	7 transmembrane receptor, partial [Teladorsagia circumcincta]
EEC02051.1	7 transmembrane receptor, putative, partial [Ixodes scapularis]
KPM02517.1	7 transmembrane receptor (rhodopsin family)-like protein 1 [Sarcoptes scabiei]
OTF69189.1	7 transmembrane receptor (rhodopsin family)-like protein, partial [Euroglyphus maynei]
OTF73648.1	7 transmembrane receptor (rhodopsin family)-like protein, partial [Euroglyphus maynei]
XP_003370287.1	7 transmembrane receptor (rhodopsin family) [Trichinella spiralis]
PIO66393.1	7 transmembrane receptor [Teladorsagia circumcincta]
PIO73354.1	7 transmembrane receptor [Teladorsagia circumcincta]
PIO75893.1	7 transmembrane receptor [Teladorsagia circumcincta]
PIO77021.1	7 transmembrane receptor [Teladorsagia circumcincta]
PIO77612.1	7 transmembrane receptor [Teladorsagia circumcincta]
OUC43148.1	7 transmembrane receptor [Trichinella nativa]
XP_003379579.1	7 transmembrane receptor [Trichinella spiralis]
ABI50928.1	A007-G11 G-protein coupled receptor [Acropora millepora]
AXM42355.1	A2 [Hirudo verbana]
EAT42516.2	AAEL005945-PA, partial [Aedes aegypti]
EJY57320.1	AAEL017335-PA, partial [Aedes aegypti]
NWJ01034.1	ACKR2 protein [Crypturellus undulatus]
NWH42974.1	ACKR2 protein [Fregata magnificens]
NWH60014.1	ACKR2 protein [Geococcyx californianus]
NWI05046.1	ACKR2 protein [Tichodroma muraria]
PNI70177.1	ACKR3 isoform 2, partial [Pan troglodytes]
NWI21890.1	ACM4 protein [Crypturellus soui]
NWH64940.1	ACTHR protein [Geococcyx californianus]
NWH79503.1	ACTHR protein [Piaya cayana]
NWI34394.1	ACTHR protein [Sula dactylatra]
NWH42541.1	ADA1A protein [Chloropsis hardwickii]
NWI66025.1	ADA1B protein [Todus mexicanus]
NWH66093.1	ADA1D protein [Geococcyx californianus]
NWI78049.1	ADA2A protein [Dryoscopus gambensis]
TFK03943.1	ADAMTS-like protein 2 [Platysternon megacephalum]
ADD59904.1	adenosine A1 receptor, partial [Hemiscyllium ocellatum]
EGW07535.1	Adenosine A3 receptor [Cricetulus griseus]
XP_020914380.1	adenosine receptor A1 [Exaiptasia pallida]
KXJ05858.1	Adenosine receptor A1 [Exaiptasia pallida]
XP_027419971.1	adenosine receptor A1 isoform X2 [Bos indicus x Bos taurus]
XP_015330488.1	adenosine receptor A1 isoform X2 [Bos taurus]
XP_032278086.1	adenosine receptor A1 isoform X3 [Phoca vitulina]
XP_031294693.1	adenosine receptor A1 isoform X4 [Camelus dromedarius]
XP_031294694.1	adenosine receptor A1 isoform X5 [Camelus dromedarius]
XP_022098389.1	adenosine receptor A1-like [Acanthaster planci]
XP_033851413.1	adenosine receptor A1-like [Acipenser ruthenus]
XP_029182064.1	adenosine receptor A1-like [Acropora millepora]
XP_029192104.1	adenosine receptor A1-like [Acropora millepora]
XP_029199025.1	adenosine receptor A1-like [Acropora millepora]
XP_029209335.1	adenosine receptor A1-like [Acropora millepora]
XP_029210029.1	adenosine receptor A1-like [Acropora millepora]
XP_029214556.1	adenosine receptor A1-like [Acropora millepora]
XP_031553063.1	adenosine receptor A1-like [Actinia tenebrosa]
XP_031566305.1	adenosine receptor A1-like [Actinia tenebrosa]
XP_031573369.1	adenosine receptor A1-like [Actinia tenebrosa]
XP_023234479.1	adenosine receptor A1-like [Centruroides sculpturatus]
XP_012691174.2	adenosine receptor A1-like [Clupea harengus]
XP_012691195.2	adenosine receptor A1-like [Clupea harengus]
XP_031422958.1	adenosine receptor A1-like [Clupea harengus]
XP_028665304.1	adenosine receptor A1-like [Erpetoichthys calabaricus]
XP_020897041.1	adenosine receptor A1-like [Exaiptasia pallida]
XP_020909570.1	adenosine receptor A1-like [Exaiptasia pallida]
